date-fixed,source,content,date,retweet_count,favorite_count,is_retweet,id_str,date-fixed,tweet_minute,tweet_freq,stock_price_tweet,stock_time,stock_price_post,delta_price,delta_price_class
2020-07-11 09:12:14,Twitter for iPhone,RT @realDonaldTrump: “Joe Biden a little out of it let’s face it so he is the perfect vessel an empty vessel to transform the Country.…,2020-07-11 13:12:14,22625,0,True,1281939356823977984,2020-07-11 09:12:14,2020-07-11 09:13:00,0 days 00:00:29.000000000,-999.0,2020-07-11 10:13:00,-999.0,0.0,no change
2020-07-11 09:11:45,Twitter for iPhone,RT @realDonaldTrump: Congratulations to @seanhannity on a big night as usual!,2020-07-11 13:11:45,13142,0,True,1281939232802713601,2020-07-11 09:11:45,2020-07-11 09:12:00,0 days 00:26:27.000000000,-999.0,2020-07-11 10:12:00,-999.0,0.0,no change
2020-07-11 08:45:18,Twitter for iPhone,New documents just released reveal General Flynn was telling the truth and the FBI knew it! @OANN,2020-07-11 12:45:18,41918,145402,False,1281932578048614402,2020-07-11 08:45:18,2020-07-11 08:46:00,0 days 00:09:03.000000000,-999.0,2020-07-11 09:46:00,-999.0,0.0,no change
2020-07-11 08:36:15,Twitter for iPhone,Big Senate Race in Alabama on Tuesday. Vote for @TTuberville he is a winner who will never let you down. Jeff Sessions is a disaster who has let us all down. We don’t want him back in Washington!,2020-07-11 12:36:15,12343,46932,False,1281930300960976897,2020-07-11 08:36:15,2020-07-11 08:37:00,0 days 00:05:59.000000000,-999.0,2020-07-11 09:37:00,-999.0,0.0,no change
2020-07-11 08:30:16,Twitter for iPhone,RT @realDonaldTrump: At the request of Congressman Moolenaar I have approved a major Disaster Declaration to provide more than $43 million…,2020-07-11 12:30:16,25347,0,True,1281928796501942272,2020-07-11 08:30:16,2020-07-11 08:31:00,0 days 00:00:36.000000000,-999.0,2020-07-11 09:31:00,-999.0,0.0,no change
2020-07-11 08:29:40,Twitter for iPhone,RT @realDonaldTrump: The great @LouDobbs has a very important new book coming out shortly. “The Trump Century How Our President Changed th…,2020-07-11 12:29:40,15065,0,True,1281928645360091136,2020-07-11 08:29:40,2020-07-11 08:30:00,0 days 00:00:43.000000000,-999.0,2020-07-11 09:30:00,-999.0,0.0,no change
2020-07-11 08:28:57,Twitter for iPhone,RT @realDonaldTrump: Now that we have witnessed it on a large scale basis and firsthand Virtual Learning has proven to be TERRIBLE compar…,2020-07-11 12:28:57,39785,0,True,1281928462702436353,2020-07-11 08:28:57,2020-07-11 08:29:00,0 days 00:01:30.000000000,-999.0,2020-07-11 09:29:00,-999.0,0.0,no change
2020-07-11 08:27:27,Twitter for iPhone,Bring back Steele!!! https://t.co/jL5c8WF28Z,2020-07-11 12:27:27,7622,27244,False,1281928087324721154,2020-07-11 08:27:27,2020-07-11 08:28:00,0 days 00:00:55.000000000,-999.0,2020-07-11 09:28:00,-999.0,0.0,no change
2020-07-11 08:26:32,Twitter for iPhone,RT @jsolomonReports: Breaking: British court rules against Christopher Steele orders damages paid to businessmen named in dossier | Just T…,2020-07-11 12:26:32,7995,0,True,1281927855782400011,2020-07-11 08:26:32,2020-07-11 08:27:00,0 days 00:00:44.000000000,-999.0,2020-07-11 09:27:00,-999.0,0.0,no change
2020-07-11 08:25:48,Twitter for iPhone,So cute! https://t.co/L5spCDYiyg,2020-07-11 12:25:48,13038,52705,False,1281927670637432834,2020-07-11 08:25:48,2020-07-11 08:26:00,0 days 00:00:40.000000000,-999.0,2020-07-11 09:26:00,-999.0,0.0,no change
2020-07-11 08:25:08,Twitter for iPhone,RT @jsolomonReports: Florida Democratic Party to return $780000 in coronavirus aid money after bipartisan backlash | Just The News https:…,2020-07-11 12:25:08,8325,0,True,1281927502072553474,2020-07-11 08:25:08,2020-07-11 08:26:00,0 days 00:00:57.000000000,-999.0,2020-07-11 09:26:00,-999.0,0.0,no change
2020-07-11 08:24:11,Twitter for iPhone,Roger Stone was targeted by an illegal Witch Hunt that never should have taken place. It is the other side that are criminals including Biden and Obama who spied on my campaign - AND GOT CAUGHT!,2020-07-11 12:24:11,32488,128454,False,1281927265589309441,2020-07-11 08:24:11,2020-07-11 08:25:00,0 days 00:09:08.000000000,-999.0,2020-07-11 09:25:00,-999.0,0.0,no change
2020-07-11 08:15:03,Twitter for iPhone,RT @jsolomonReports: Trump topped Biden in 2020 primary vote turnout in key swing states like Florida Ohio | Just The News https://t.co/R4…,2020-07-11 12:15:03,5173,0,True,1281924965365882880,2020-07-11 08:15:03,2020-07-11 08:16:00,0 days 00:00:21.000000000,-999.0,2020-07-11 09:16:00,-999.0,0.0,no change
2020-07-11 08:14:42,Twitter for iPhone,RT @jsolomonReports: CDC director says closed schools pose larger public health risk for kids than reopening | Just The News https://t.co/j…,2020-07-11 12:14:42,9291,0,True,1281924877986013185,2020-07-11 08:14:42,2020-07-11 08:15:00,0 days 00:00:38.000000000,-999.0,2020-07-11 09:15:00,-999.0,0.0,no change
2020-07-11 08:14:04,Twitter for iPhone,RT @jsolomonReports: Ever have a question about Russiagate you wanted to ask me? Here’s a chance to join a VIP Q&amp;A session and hear the ins…,2020-07-11 12:14:04,2694,0,True,1281924719034413057,2020-07-11 08:14:04,2020-07-11 08:15:00,0 days 00:00:37.000000000,-999.0,2020-07-11 09:15:00,-999.0,0.0,no change
2020-07-11 08:13:27,Twitter for iPhone,RT @jsolomonReports: ‘Having the schools actually closed is a greater public health threat to the children than having the schools reopen.’…,2020-07-11 12:13:27,5691,0,True,1281924562570088450,2020-07-11 08:13:27,2020-07-11 08:14:00,0 days 00:00:29.000000000,-999.0,2020-07-11 09:14:00,-999.0,0.0,no change
2020-07-11 08:12:58,Twitter for iPhone,That shouldn’t be hard. Corrupt Joe has done nothing good for Black people! https://t.co/R4r0svuT4u,2020-07-11 12:12:58,9048,37052,False,1281924439748349962,2020-07-11 08:12:58,2020-07-11 08:13:00,0 days 00:02:22.000000000,-999.0,2020-07-11 09:13:00,-999.0,0.0,no change
2020-07-11 08:10:36,Twitter for iPhone,John among others should have gotten a Pulitzer for exposing Russia Russia Russia as Fake News. He was right. The “journalists” who got them were all WRONG. Take back the Pulitzers which have become a JOKE! https://t.co/m4bHAbiLrp,2020-07-11 12:10:36,9375,31637,False,1281923845222522880,2020-07-11 08:10:36,2020-07-11 08:11:00,0 days 00:06:28.000000000,-999.0,2020-07-11 09:11:00,-999.0,0.0,no change
2020-07-11 08:04:08,Twitter for iPhone,This was just another phony hit job by the @nytimes. They had no source they made it up. FAKE NEWS! https://t.co/fXsiQMjZFi,2020-07-11 12:04:08,8953,30424,False,1281922216876224513,2020-07-11 08:04:08,2020-07-11 08:05:00,0 days 00:03:51.000000000,-999.0,2020-07-11 09:05:00,-999.0,0.0,no change
2020-07-11 08:00:17,Twitter for iPhone,This man should be extradited tried and thrown into jail. A sick lier who was paid by Crooked Hillary &amp; the DNC! https://t.co/ywMBeAgaGz,2020-07-11 12:00:17,15717,50937,False,1281921247950131200,2020-07-11 08:00:17,2020-07-11 08:01:00,0 days 00:06:11.000000000,-999.0,2020-07-11 09:01:00,-999.0,0.0,no change
2020-07-11 07:54:06,Twitter for iPhone,Congratulations to A.G. Barr. Law &amp; Order! https://t.co/gSOTxyEloj,2020-07-11 11:54:06,12985,48733,False,1281919692123316224,2020-07-11 07:54:06,2020-07-11 07:55:00,0 days 00:01:56.000000000,-999.0,2020-07-11 08:55:00,-999.0,0.0,no change
2020-07-11 07:52:10,Twitter for iPhone,RT @jsolomonReports: Breaking: White House warns Railroad Retirement Board that its Chinese investments pose national security risk | Just…,2020-07-11 11:52:10,4732,0,True,1281919206116798465,2020-07-11 07:52:10,2020-07-11 07:53:00,0 days 00:00:26.000000000,-999.0,2020-07-11 08:53:00,-999.0,0.0,no change
2020-07-11 07:51:44,Twitter for iPhone,RT @jsolomonReports: Cotton says Trump is right to consider TikTok ban argues it’s a ‘threat’ to privacy | Just The News https://t.co/6pZQ…,2020-07-11 11:51:44,4426,0,True,1281919097110966315,2020-07-11 07:51:44,2020-07-11 07:52:00,0 days 08:35:31.000000000,-999.0,2020-07-11 08:52:00,-999.0,0.0,no change
2020-07-10 23:16:13,Twitter for iPhone,RT @DailyCaller: FARRELL: Samantha Power’s Massive Unmasking Effort https://t.co/V3bHrLA8ZE,2020-07-11 03:16:13,6363,0,True,1281789363681136640,2020-07-10 23:16:13,2020-07-10 23:17:00,0 days 00:00:17.000000000,-999.0,2020-07-11 00:17:00,-999.0,0.0,no change
2020-07-10 23:15:56,Twitter for iPhone,RT @DailyCaller: Legendary Notre Dame Football Coach Lou Holtz Defends ‘Fighting Irish’ Says Name Originated When ND Fought The KKK https:…,2020-07-11 03:15:56,5109,0,True,1281789293736984577,2020-07-10 23:15:56,2020-07-10 23:16:00,0 days 00:00:20.000000000,-999.0,2020-07-11 00:16:00,-999.0,0.0,no change
2020-07-10 23:15:36,Twitter for iPhone,RT @DailyCaller: ‘Offensive Nonsense’: Josh Hawley Demands Answers From NBA Over Relationship With China https://t.co/MrGC3ACwv6,2020-07-11 03:15:36,5428,0,True,1281789209884479490,2020-07-10 23:15:36,2020-07-10 23:16:00,0 days 00:01:31.000000000,-999.0,2020-07-11 00:16:00,-999.0,0.0,no change
2020-07-10 23:14:05,Twitter for iPhone,RT @DailyCaller: Elusive Government Memo Shows FBI Did Not Think Michael Flynn Intentionally Lied https://t.co/xN6ljjDoTV,2020-07-11 03:14:05,6401,0,True,1281788827099693056,2020-07-10 23:14:05,2020-07-10 23:15:00,0 days 00:00:57.000000000,-999.0,2020-07-11 00:15:00,-999.0,0.0,no change
2020-07-10 23:13:08,Twitter for iPhone,RT @DailyCaller: ‘I’m Not Apologizing’: Goya Foods CEO Refuses To Apologize For Pro-Trump Remarks https://t.co/VW8kLFoOSz,2020-07-11 03:13:08,14556,0,True,1281788588166991872,2020-07-10 23:13:08,2020-07-10 23:14:00,0 days 00:04:12.000000000,-999.0,2020-07-11 00:14:00,-999.0,0.0,no change
2020-07-10 23:08:56,Twitter for iPhone,RT @DailyCaller: Trumps Wants Schools To Reopen And Teachers Unions Are Pushing Back. What Do Parents Want? https://t.co/hJpg8PafFx,2020-07-11 03:08:56,4412,0,True,1281787531785371649,2020-07-10 23:08:56,2020-07-10 23:09:00,0 days 00:25:50.000000000,-999.0,2020-07-11 00:09:00,-999.0,0.0,no change
2020-07-10 22:43:06,Twitter for iPhone,RT @marcorubio: When I began to demand sanctions on #MaduroRegime back in 2014 the Obama/Biden administration fought me every step of the w…,2020-07-11 02:43:06,9777,0,True,1281781028558962689,2020-07-10 22:43:06,2020-07-10 22:44:00,0 days 00:01:23.000000000,-999.0,2020-07-10 23:44:00,-999.0,0.0,no change
2020-07-10 22:41:43,Twitter for iPhone,RT @marcorubio: Back in 2014 while the #MaduroRegime was rounding up student protestors for torture &amp; extrajudicial detention the Obama/Bid…,2020-07-11 02:41:43,5257,0,True,1281780681379586053,2020-07-10 22:41:43,2020-07-10 22:42:00,0 days 01:15:21.000000000,-999.0,2020-07-10 23:42:00,-999.0,0.0,no change
2020-07-10 21:26:22,Twitter for iPhone,Congratulations to @seanhannity on a big night as usual! https://t.co/vS6dQpk3L1,2020-07-11 01:26:22,13142,57238,False,1281761719552036867,2020-07-10 21:26:22,2020-07-10 21:27:00,0 days 00:06:31.000000000,-999.0,2020-07-10 22:27:00,-999.0,0.0,no change
2020-07-10 21:19:51,Twitter for iPhone,RT @TVNewsHQ: Watch: Fox News’ @JesseBWatters compares Joe Biden to an erratic driver: “Just along for the ride: No sense of direction... w…,2020-07-11 01:19:51,6663,0,True,1281760079558184960,2020-07-10 21:19:51,2020-07-10 21:20:00,0 days 00:08:41.000000000,-999.0,2020-07-10 22:20:00,-999.0,0.0,no change
2020-07-10 21:11:10,Twitter for iPhone,“Joe Biden a little out of it let’s face it so he is the perfect vessel an empty vessel to transform the Country.” @TuckerCarlson  @FoxNews “Destroying your dreams and ending your life.”  Ned Ryan,2020-07-11 01:11:10,22625,94530,False,1281757895860740096,2020-07-10 21:11:10,2020-07-10 21:12:00,0 days 01:04:38.000000000,-999.0,2020-07-10 22:12:00,-999.0,0.0,no change
2020-07-10 20:06:32,Twitter for iPhone,"RT @ShannonBream: BREAKING:  POTUS commutes Roger Stone's sentence.  From WH:  ""Roger Stone has already suffered greatly.  He was treated…",2020-07-11 00:06:32,15963,0,True,1281741630383353856,2020-07-10 20:06:32,2020-07-10 20:07:00,0 days 00:39:59.000000000,-999.0,2020-07-10 21:07:00,-999.0,0.0,no change
2020-07-10 19:26:33,Twitter for iPhone,I LOVE @GoyaFoods!,2020-07-10 23:26:33,55657,277885,False,1281731565278515202,2020-07-10 19:26:33,2020-07-10 19:27:00,0 days 00:37:12.000000000,-999.0,2020-07-10 20:27:00,-999.0,0.0,no change
2020-07-10 18:49:21,Twitter for iPhone,https://t.co/jPqjNxUdZs https://t.co/Eh9nRhfM0Z,2020-07-10 22:49:21,12793,48129,False,1281722202908483592,2020-07-10 18:49:21,2020-07-10 18:50:00,0 days 02:45:09.000000000,-999.0,2020-07-10 19:50:00,-999.0,0.0,no change
2020-07-10 16:04:12,Twitter for iPhone,RT @Southcom: “I’m proud to say the efforts are making a difference Mr. President &amp; they’re saving lives.”#SOUTHCOM’s Adm. Craig Faller…,2020-07-10 20:04:12,9729,0,True,1281680644288974859,2020-07-10 16:04:12,2020-07-10 16:05:00,0 days 00:00:18.000000000,-999.0,2020-07-10 17:05:00,-999.0,0.0,no change
2020-07-10 16:03:54,Twitter for iPhone,RT @Southcom: “We’ve had 15% more disruptions -- that’s detainees that’s drugs off the street… 122 metric tons.”#SOUTHCOM’s Adm. Craig F…,2020-07-10 20:03:54,7723,0,True,1281680566182715393,2020-07-10 16:03:54,2020-07-10 16:04:00,0 days 00:01:04.000000000,-999.0,2020-07-10 17:04:00,-999.0,0.0,no change
2020-07-10 16:02:50,Twitter for iPhone,RT @WhiteHouse: This Administration is committed to dismantling the criminal cartels that have been responsible for the deaths of thousands…,2020-07-10 20:02:50,12661,0,True,1281680298326073344,2020-07-10 16:02:50,2020-07-10 16:03:00,0 days 00:00:08.000000000,-999.0,2020-07-10 17:03:00,-999.0,0.0,no change
2020-07-10 16:02:42,Twitter for iPhone,RT @WhiteHouse: President Trump is at @Southcom for an update on efforts to combat the flow of illegal drugs across the Western Hemisphere.…,2020-07-10 20:02:42,6789,0,True,1281680267703459846,2020-07-10 16:02:42,2020-07-10 16:03:00,0 days 02:51:10.000000000,-999.0,2020-07-10 17:03:00,-999.0,0.0,no change
2020-07-10 13:11:32,Twitter for iPhone,RT @WhiteHouse: LIVE: President @realDonaldTrump receives a briefing at @Southcom https://t.co/x5yovjfTMT,2020-07-10 17:11:32,8126,0,True,1281637188850143232,2020-07-10 13:11:32,2020-07-10 13:12:00,0 days 00:00:12.000000000,107.94,2020-07-10 14:12:00,108.34,0.4000000000000057,increase
2020-07-10 13:11:20,Twitter for iPhone,With Tropical Storm Fay heading towards the Great State of New Hampshire this weekend we are forced to reschedule our Portsmouth New Hampshire Rally at the Portsmouth International Airport at Pease. Stay safe we will be there soon! #MAGA2020,2020-07-10 17:11:20,16610,70216,False,1281637140951109632,2020-07-10 13:11:20,2020-07-10 13:12:00,0 days 00:41:28.000000000,107.94,2020-07-10 14:12:00,108.34,0.4000000000000057,increase
2020-07-10 12:29:52,Twitter for iPhone,RT @DHS_Wolf: We will always prevail. God Bless America!https://t.co/n9HoKu5qaw,2020-07-10 16:29:52,8551,0,True,1281626706349088770,2020-07-10 12:29:52,2020-07-10 12:30:00,0 days 00:40:11.000000000,107.75,2020-07-10 13:30:00,108.0,0.25,increase
2020-07-10 11:49:41,Twitter for iPhone,... and/or Funding which will be taken away if this Propaganda or Act Against Public Policy continues. Our children must be Educated not Indoctrinated!,2020-07-10 15:49:41,35216,151937,False,1281616590060965888,2020-07-10 11:49:41,2020-07-10 11:50:00,0 days 00:00:01.000000000,107.88,2020-07-10 12:50:00,107.96,0.0799999999999983,increase
2020-07-10 11:49:40,Twitter for iPhone,Too many Universities and School Systems are about Radical Left Indoctrination not Education. Therefore I am telling the Treasury Department to re-examine their Tax-Exempt Status...,2020-07-10 15:49:40,74315,295874,False,1281616586273468416,2020-07-10 11:49:40,2020-07-10 11:50:00,0 days 00:51:45.000000000,107.88,2020-07-10 12:50:00,107.96,0.0799999999999983,increase
2020-07-10 10:57:55,Twitter for iPhone,On my way to U.S. Southern Command (@Southcom) in the Great State of Florida! https://t.co/I01MoT1EEY,2020-07-10 14:57:55,15993,82504,False,1281603566071771136,2020-07-10 10:57:55,2020-07-10 10:58:00,0 days 03:05:58.000000000,107.64,2020-07-10 11:58:00,107.9,0.2600000000000051,increase
2020-07-09 12:14:01,Twitter for iPhone,POLITICAL WITCH HUNT!,2020-07-09 16:14:01,42626,252092,False,1281260329247399936,2020-07-09 12:14:01,2020-07-09 12:15:00,0 days 00:38:47.000000000,106.68,2020-07-09 13:15:00,106.98,0.29999999999999716,increase
2020-07-09 11:35:14,Twitter for iPhone,....No Republican Senate Judiciary response NO “JUSTICE” NO FBI NO NOTHING. Major horror show REPORTS on Comey &amp; McCabe guilty as hell nothing happens. Catch Obama &amp; Biden cold nothing. A 3 year $45000000 Mueller HOAX failed - investigated everything....,2020-07-09 15:35:14,12728,39380,False,1281250566199541761,2020-07-09 11:35:14,2020-07-09 11:36:00,0 days 00:00:00.000000000,106.32,2020-07-09 12:36:00,106.64,0.3200000000000074,increase
2020-07-09 11:35:14,Twitter for iPhone,...Won all against the Federal Government and the Democrats send everything to politically corrupt New York which is falling apart with everyone leaving to give it a second third and fourth try. Now the Supreme Court gives a delay ruling that they would never have given...,2020-07-09 15:35:14,18272,75816,False,1281250567373967360,2020-07-09 11:35:14,2020-07-09 11:36:00,0 days 00:00:00.000000000,106.32,2020-07-09 12:36:00,106.64,0.3200000000000074,increase
2020-07-09 11:35:14,Twitter for iPhone,....for another President. This is about PROSECUTORIAL MISCONDUCT. We catch the other side SPYING on my campaign the biggest political crime and scandal in U.S. history and NOTHING HAPPENS. But despite this I have done more than any President in history in first 3 1/2 years!,2020-07-09 15:35:14,22377,91370,False,1281250568342769665,2020-07-09 11:35:14,2020-07-09 11:36:00,0 days 00:00:01.000000000,106.32,2020-07-09 12:36:00,106.64,0.3200000000000074,increase
2020-07-09 11:35:13,Twitter for iPhone,We have a totally corrupt previous Administration including a President and Vice President who spied on my campaign AND GOT CAUGHT...and nothing happens to them. This crime was taking place even before my election everyone knows it and yet all are frozen stiff with fear....,2020-07-09 15:35:13,44578,162124,False,1281250565163532288,2020-07-09 11:35:13,2020-07-09 11:36:00,0 days 00:48:27.000000000,106.32,2020-07-09 12:36:00,106.64,0.3200000000000074,increase
2020-07-09 10:46:46,Twitter for iPhone,....Won all against the Federal Government and the Democrats send everything to politically corrupt New York which is falling apart with everyone leaving to give it a second third and fourth try. Now the Supreme Court gives a  delay ruling that they would never have given...,2020-07-09 14:46:46,4706,16787,False,1281238369050210312,2020-07-09 10:46:46,2020-07-09 10:47:00,0 days 00:00:00.000000000,106.81,2020-07-09 11:47:00,106.2,-0.6099999999999994,decrease
2020-07-09 10:46:46,Twitter for iPhone,....for another President. This is about PROSECUTORIAL MISCONDUCT. We catch the other side SPYING on my campaign the biggest political crime and scandal in U.S. history and NOTHING HAPPENS. But despite this I have done more than any President in history in first 3 1/2 years!,2020-07-09 14:46:46,6037,21470,False,1281238370316890119,2020-07-09 10:46:46,2020-07-09 10:47:00,0 days 00:00:01.000000000,106.81,2020-07-09 11:47:00,106.2,-0.6099999999999994,decrease
2020-07-09 10:46:45,Twitter for iPhone,We have a totally corrupt previous Administration including a President and Vice President who spied on my campaign AND GOT CAIGHT...and nothing happens to them. This crime was taking place even before my election everyone knows it and yet all are frozen stiff with fear....,2020-07-09 14:46:45,10759,35818,False,1281238367464808454,2020-07-09 10:46:45,2020-07-09 10:47:00,0 days 00:00:00.000000000,106.81,2020-07-09 11:47:00,106.2,-0.6099999999999994,decrease
2020-07-09 10:46:45,Twitter for iPhone,....No Republican Senate Judiciary response NO “JUSTICE” NO FBI NO NOTHING. Major horror show REPORTS on Comey &amp; McCabe guilty as hell nothing happens. Catch Obama &amp; Biden cold nothing. A 3 year $45000000 Mueller HOAX failed - investigated everything....,2020-07-09 14:46:45,4168,13630,False,1281238368374923264,2020-07-09 10:46:45,2020-07-09 10:47:00,0 days 00:07:46.000000000,106.81,2020-07-09 11:47:00,106.2,-0.6099999999999994,decrease
2020-07-09 10:38:59,Twitter for iPhone,Courts in the past have given “broad deference”. BUT NOT ME!,2020-07-09 14:38:59,24457,130571,False,1281236412667432961,2020-07-09 10:38:59,2020-07-09 10:39:00,0 days 00:00:47.000000000,107.03,2020-07-09 11:39:00,106.26,-0.769999999999996,decrease
2020-07-09 10:38:12,Twitter for iPhone,The Supreme Court sends case back to Lower Court arguments to continue. This is all a political prosecution. I won the Mueller Witch Hunt and others and now I have to keep fighting in a politically corrupt New York. Not fair to this Presidency or Administration!,2020-07-09 14:38:12,30362,128122,False,1281236214646034432,2020-07-09 10:38:12,2020-07-09 10:39:00,0 days 01:46:04.000000000,107.03,2020-07-09 11:39:00,106.26,-0.769999999999996,decrease
2020-07-08 12:21:06,Twitter for iPhone,THE SILENT MAJORITY IS STRONGER THAN EVER JUST WATCH!!!,2020-07-08 16:21:06,60973,316937,False,1280899723071815680,2020-07-08 12:21:06,2020-07-08 12:22:00,0 days 00:11:39.000000000,108.03,2020-07-08 13:22:00,107.79,-0.23999999999999488,decrease
2020-07-08 12:09:27,Twitter for iPhone,Congratulations to Jeff @VanDrewForNJ on a Great Primary run and big VICTORY against a very tough opponent! #MAGA2020 https://t.co/5bBZwQkGmv,2020-07-08 16:09:27,13640,58589,False,1280896789940494343,2020-07-08 12:09:27,2020-07-08 12:10:00,0 days 02:18:46.000000000,107.88,2020-07-08 13:10:00,107.98,0.10000000000000853,increase
2020-07-08 09:50:41,Twitter for iPhone,Economy and Jobs are growing MUCH faster than anyone (except me!) expected. Job growth is biggest in history. China Virus Mortality Rate is among the LOWEST of any country. Shaping up for a good third quarter and a great next year! NASDAQ at new record high 401k’s way up!!!!,2020-07-08 13:50:41,32532,144403,False,1280861869507567616,2020-07-08 09:50:41,2020-07-08 09:51:00,0 days 00:16:44.000000000,108.74,2020-07-08 10:51:00,108.4,-0.3399999999999892,decrease
2020-07-08 09:33:57,Twitter for iPhone,I disagree with @CDCgov on their very tough &amp; expensive guidelines for opening schools. While they want them open they are asking schools to do very impractical things. I will be meeting with them!!!,2020-07-08 13:33:57,37623,179023,False,1280857657365200902,2020-07-08 09:33:57,2020-07-08 09:34:00,0 days 00:17:19.000000000,108.42,2020-07-08 10:34:00,108.49,0.06999999999999318,increase
2020-07-07 11:03:43,Twitter Media Studio,https://t.co/VT1nTL7bJs,2020-07-07 15:03:43,31156,101435,False,1280517860725530624,2020-07-07 11:03:43,2020-07-07 11:04:00,0 days 02:11:03.000000000,108.81,2020-07-07 12:04:00,108.85,0.03999999999999204,increase
2020-07-06 14:44:09,Twitter for iPhone,The Democrats would not have BANNED travel from heavily infected China especially so early therefore far more people would have died. Corrupt Joe Biden now admits this!!!,2020-07-06 18:44:09,24113,104596,False,1280210947014119424,2020-07-06 14:44:09,2020-07-06 14:45:00,0 days 00:03:59.000000000,109.33,2020-07-06 15:45:00,109.54,0.21000000000000796,increase
2020-07-06 14:40:10,Twitter for iPhone,SCHOOLS MUST OPEN IN THE FALL!!!,2020-07-06 18:40:10,71428,448009,False,1280209946085339136,2020-07-06 14:40:10,2020-07-06 14:41:00,0 days 00:03:11.000000000,109.4,2020-07-06 15:41:00,109.47,0.06999999999999318,increase
2020-07-06 14:36:59,Twitter for iPhone,“Treatment with hydroxychloroquine cut the death rate significantly in sick patients hospitalized with COVID-19 – and without heart-related side-effects according to a new study published by Henry Ford Health System. In a large-scale retrospective analysis...,2020-07-06 18:36:59,33798,118824,False,1280209143127773184,2020-07-06 14:36:59,2020-07-06 14:37:00,0 days 00:00:00.000000000,109.45,2020-07-06 15:37:00,109.41,-0.04000000000000625,decrease
