date-corrected,date,id,text,isRetweet,isDeleted,device,favorites,retweets,stock_time,tweet_minute,tweet_minute_price,stock_time_price,delta_price,delta_bins,price_bins,target
2010-03-17 11:14:13,2010-03-17 15:14:13,10625708767,Olympic Gold  Medalist Evan Lysacek just left my office. He is in town and wanted to meet me--he's a fanastic guy and a true champion.,f,f,Twitter Web Client,10,17,2010-03-17 12:15:00,2010-03-17 11:15:00,43.79,43.81,0.02000000000000313,no change,no change,1
2010-03-18 14:17:47,2010-03-18 18:17:47,10683036402,I am happy to announce that theoriginal Apprentice --which will offer job opportunities to those in need--is coming back.,f,f,Twitter Web Client,33,50,2010-03-18 15:18:00,2010-03-18 14:18:00,43.71,43.74,0.030000000000001137,no change,no change,1
2010-03-19 10:08:33,2010-03-19 14:08:33,10723856371,Last week's episode of the Celebrity Apprentice set the stage for a great new season. Tune in this Sunday on NBC for even more excitement.,f,f,Twitter Web Client,19,16,2010-03-19 11:09:00,2010-03-19 10:09:00,43.73,43.58,-0.14999999999999858,decrease,no change,0
2010-03-24 13:13:37,2010-03-24 17:13:37,10988912416,The original Apprentice is coming back--do you have what it takes to be the next Apprentice? For casting details: http://tinyurl.com/yly2c8u,f,f,Twitter Web Client,17,49,2010-03-24 14:14:00,2010-03-24 13:14:00,44.04,43.99,-0.049999999999997165,no change,no change,1
2010-03-31 09:41:15,2010-03-31 13:41:15,11366768299,Don't forget the open call at Trump Tower tomorrow for The Apprentice. I look forward to seeing you there.,f,f,Twitter Web Client,9,25,2010-03-31 10:42:00,2010-03-31 09:42:00,43.96,44.07,0.10999999999999943,no change,no change,1
2010-04-01 14:51:10,2010-04-01 18:51:10,11439299597,"Today's open call drew thousands of  eager applicants. It was an impressive group,  I enjoyed meeting them. We've got some great candidates!",f,f,Twitter Web Client,5,12,2010-04-01 15:52:00,2010-04-01 14:52:00,44.2,44.29,0.0899999999999963,no change,no change,1
2010-04-06 10:34:20,2010-04-06 14:34:20,11701179384,"Then we attended the Scottish fashion show that benefits veterans, Dressed to Kilt 2010, which I co-hosted with Sir Sean and Lady Connery.",f,f,Twitter Web Client,11,14,2010-04-06 11:35:00,2010-04-06 10:35:00,44.71,44.78,0.07000000000000027,no change,no change,1
2010-04-06 14:08:19,2010-04-06 18:08:19,11710963303,"My bestselling book from last April, Think Like a Champion, is now available in paperback. It's inspiring, entertaining, and a great read.",f,f,Twitter Web Client,10,25,2010-04-06 15:09:00,2010-04-06 14:09:00,44.79,44.88,0.09000000000000341,no change,no change,1
2010-04-09 12:36:36,2010-04-09 16:36:36,11889453121,This is a terrific day for downtown New York. Trump SoHo is unlike anything else. Be sure to visit this fantastic hotel soon!,f,f,Twitter Web Client,9,15,2010-04-09 13:37:00,2010-04-09 12:37:00,45.0,44.95,-0.049999999999997165,no change,no change,1
2010-04-16 11:55:06,2010-04-16 15:55:06,12290268118,"On Sunday, Jerome Bettis 'the bus' from the Pittsburgh Steelers will play at Trump Int'l Golf Club/Palm Beach against Julius Erving 'Dr J'",f,f,Twitter Web Client,9,16,2010-04-16 12:56:00,2010-04-16 11:56:00,44.92,44.88,-0.03999999999999915,no change,no change,1
2010-04-21 10:43:32,2010-04-21 14:43:32,12580081834,Melania and I saw American Idiot on Broadway last night and it was great. An amazing  theatrical experience!,f,f,Twitter Web Client,5093,3196,2010-04-21 11:44:00,2010-04-21 10:44:00,45.66,45.49,-0.1699999999999946,decrease,no change,0
2010-04-22 10:31:53,2010-04-22 14:31:53,12642103351,Melania and I will be appearing on The View tomorrow at 11 a.m. on CBS. Tune in for some great fun!,f,f,Twitter Web Client,13,24,2010-04-22 11:32:00,2010-04-22 10:32:00,45.12,45.09,-0.02999999999999403,no change,no change,1
2010-04-23 11:22:08,2010-04-23 15:22:08,12707966134,"To put on your calendar for May: Miss USA 2010, live from Las Vegas on May 16th, 7 p.m. ET on NBC. I'll be there--tune in for a great show!",f,f,Twitter Web Client,4,28,2010-04-23 12:23:00,2010-04-23 11:23:00,45.64,45.63,-0.009999999999998009,no change,no change,1
2010-04-26 09:58:13,2010-04-26 13:58:13,12884286007,Our thoughts and prayers remain with Bret Michaels and his family and for his speedy recovery.,f,f,Twitter Web Client,17,68,2010-04-26 10:59:00,2010-04-26 09:59:00,45.85,45.93,0.0799999999999983,no change,no change,1
2010-04-28 10:13:32,2010-04-28 14:13:32,13008593779,"Melania and I will be appearing on Larry King Live tonight, 9 p.m. on CNN. Be sure to tune in for some great conversation!",f,f,Twitter Web Client,12,15,2010-04-28 11:14:00,2010-04-28 10:14:00,44.73,44.94,0.21000000000000085,increase,no change,2
2010-04-29 11:22:03,2010-04-29 15:22:03,13074208628,Melania will be on QVC tomorrow night at 9 p.m. ET to introduce her beautiful and inspiring Melania Timepieces & Fashion Jewelry collection.,f,f,Twitter Web Client,16,36,2010-04-29 12:23:00,2010-04-29 11:23:00,45.47,45.5,0.030000000000001137,no change,no change,1
2010-04-30 11:53:32,2010-04-30 15:53:32,13136246779,Be sure to look for my beautiful wife Melania Trump tonight on QVC at 9 pm ET where she will be debuting her fantastic jewelry collection.,f,f,Twitter Web Client,9,22,2010-04-30 12:54:00,2010-04-30 11:54:00,45.44,45.07,-0.36999999999999744,decrease,decrease,0
2010-05-03 12:38:31,2010-05-03 16:38:31,13314425371,Also appearing on the Miss USA Pageant will be Country Superstar Trace Adkins and Pop Rock Sensation Boys Like Girls...,f,f,Twitter Web Client,13,18,2010-05-03 13:39:00,2010-05-03 12:39:00,45.43,45.52,0.09000000000000341,no change,no change,1
2010-05-03 12:43:27,2010-05-03 16:43:27,13314652289,Providing backstage commentary at the Miss USA Pageant will be comedic mother-daughter duo Joan and Melissa Rivers. A fantastic lineup!,f,f,Twitter Web Client,11,10,2010-05-03 13:44:00,2010-05-03 12:44:00,45.44,45.5,0.060000000000002274,no change,no change,1
2010-05-19 12:58:56,2010-05-19 16:58:56,14305093521,Put  this on your calendar: The Celebrity Apprentice live finale is this Sunday at 9 p.m. on NBC. Who will be the next Celebrity Apprentice?,f,f,Twitter Web Client,8,22,2010-05-19 13:59:00,2010-05-19 12:59:00,42.2,42.24,0.03999999999999915,no change,no change,1
2010-05-20 10:33:59,2010-05-20 14:33:59,14364932158,"Check out Ivanka's new FaceBook page and keep up with what's happening--from The Celebrity Apprentice, to jewlery to free tickets and more..",f,f,Twitter Web Client,43,35,2010-05-20 11:34:00,2010-05-20 10:34:00,41.03,41.24,0.21000000000000085,increase,no change,2
2010-05-20 12:22:40,2010-05-20 16:22:40,14371483646,The latest update on Bret Michaels is that he's making every effort to attend the live finale of Celebrity Apprentice on Sunday--so tune in!,f,f,Twitter Web Client,50,25,2010-05-20 13:23:00,2010-05-20 12:23:00,40.97,40.96,-0.009999999999998009,no change,no change,1
2010-05-21 09:54:57,2010-05-21 13:54:57,14429237277,Who's your pick--@bretmichaels or @hollyrpeete ? Vote now on Ivanka's new Facebook page! http://ow.ly/1NfMt,f,f,Twitter Web Client,22,21,2010-05-21 10:55:00,2010-05-21 09:55:00,40.63,40.54,-0.09000000000000341,no change,no change,1
2010-05-25 11:31:07,2010-05-25 15:31:07,14700122010,The ratings for the Celebrity Apprentice were fantastic and everyone had a great time. It was a terrific season -- congrats to everyone!,f,f,Twitter Web Client,7,17,2010-05-25 12:32:00,2010-05-25 11:32:00,39.81,39.91,0.09999999999999433,no change,no change,1
2010-05-26 09:51:37,2010-05-26 13:51:37,14764340745,"Scotland is beautiful. I spent several years looking for the right place, visiting over 200 sites, and this is absolutely the right place!",f,f,Twitter Web Client,17,28,2010-05-26 10:52:00,2010-05-26 09:52:00,41.05,41.08,0.030000000000001137,no change,no change,1
2010-05-27 13:24:31,2010-05-27 17:24:31,14848387814,"The Dunes here are amazing, and  they're how I learned about geomorphology, which is the study of movement landforms. We've had a great trip",f,f,Twitter Web Client,2049,799,2010-05-27 14:25:00,2010-05-27 13:25:00,41.42,41.59,0.1700000000000017,increase,no change,2
2010-06-04 10:22:41,2010-06-04 14:22:41,15418820627,Checking out the course at TNGC Westchester and it is fantastic. Should be a great season. http://www.trumpnationalwestchester.com/,f,f,Twitter Web Client,3,13,2010-06-04 11:23:00,2010-06-04 10:23:00,40.96,40.69,-0.2700000000000031,decrease,decrease,0
2010-06-04 14:08:49,2010-06-04 18:08:49,15433442939,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest. http://larrykinglive.blogs.cnn.com/",f,f,Twitter Web Client,9,24,2010-06-04 15:09:00,2010-06-04 14:09:00,40.46,40.3,-0.1600000000000037,decrease,no change,0
2010-06-08 14:55:19,2010-06-08 18:55:19,15725359599,I am honored to be chosen by Gray Line for their NY Ride of Fame Campaign. Today we had the ribbon cutting ceremony in front of Trump Tower.,f,f,Twitter Web Client,10,14,2010-06-08 15:56:00,2010-06-08 14:56:00,39.75,40.08,0.3299999999999983,increase,increase,2
2010-06-09 09:46:06,2010-06-09 13:46:06,15782670445,"Rima Fakih, our beautiful Miss USA, rode with me on the Gray Line Ride of Fame yesterday...  http://www.missuniverse.com/missusa",f,f,Twitter Web Client,4,11,2010-06-09 10:47:00,2010-06-09 09:47:00,40.22,40.34,0.12000000000000455,no change,no change,1
2010-06-10 12:10:39,2010-06-10 16:10:39,15860673821,WSJ covers Ride of Fame http://online.wsj.com/article/SB10001424052748704575304575297082506166258.html?mod=WSJ_NY_RealEstate_MIDDLE_LSMini,f,f,Twitter Web Client,4,13,2010-06-10 13:11:00,2010-06-10 12:11:00,40.61,40.63,0.02000000000000313,no change,no change,1
2010-06-15 09:49:20,2010-06-15 13:49:20,16225665355,"Had a fantastic dinner last night at Quattro, in the Trump SoHo Hotel. It's already one of the hottest new restaurants in the city.",f,f,Twitter Web Client,6,17,2010-06-15 10:50:00,2010-06-15 09:50:00,41.48,41.49,0.010000000000005116,no change,no change,1
2010-06-15 09:51:53,2010-06-15 13:51:53,16225838646,And Trump SoHo New York is one of the hottest new hotels anywhere.... http://www.trump.com/Hotel_Collection/Trump_SoHo/Trump_SoHo.asp,f,f,Twitter Web Client,7,20,2010-06-15 10:52:00,2010-06-15 09:52:00,41.47,41.5,0.030000000000001137,no change,no change,1
2010-06-17 10:36:38,2010-06-17 14:36:38,16393424310,"""Tune in tonight at 9 pm on TV One for """"The Ultimate Merger"""" starring the one and only Omarosa and twelve brave bachelors ...""",f,f,Twitter Web Client,20,36,2010-06-17 11:37:00,2010-06-17 10:37:00,41.65,41.86,0.21000000000000085,increase,no change,2
2010-06-21 11:18:47,2010-06-21 15:18:47,16700609758,"For more information on tonight's two hour telethon, 8 to 10 p.m.:  http://twitter.com/kingsthings",f,f,Twitter Web Client,4,16,2010-06-21 12:19:00,2010-06-21 11:19:00,42.47,42.36,-0.10999999999999943,no change,no change,1
2010-06-22 12:09:28,2010-06-22 16:09:28,16781267906,Great job on the Larry King Live Gulf Telethon last night--$1.3 million was raised in 2 hours.,f,f,Twitter Web Client,8,25,2010-06-22 13:10:00,2010-06-22 12:10:00,41.96,41.91,-0.05000000000000426,no change,no change,1
2010-06-24 14:44:46,2010-06-24 18:44:46,16951303040,"The Eric Trump Foundation has raised over $1,000,000 towards St. Jude Children's Research Hospital.  http://twitter.com/EricTrumpFdn",f,f,Twitter Web Client,35,52,2010-06-24 15:45:00,2010-06-24 14:45:00,40.61,40.45,-0.1599999999999966,decrease,no change,0
2010-06-28 10:22:11,2010-06-28 14:22:11,17254625071,"""""""Trading Shots with Donald Trump""""--a great article in the Wall Street Journalhttp://bit.ly/c9eZbq""",f,f,Twitter Web Client,9,27,2010-06-28 11:23:00,2010-06-28 10:23:00,40.62,40.69,0.07000000000000027,no change,no change,1
2010-07-01 10:11:25,2010-07-01 14:11:25,17494917112,Work is expected to begin today on my golf course in Scotland. It will be spectacular! http://bit.ly/blp1Tq,f,f,Twitter Web Client,16,27,2010-07-01 11:12:00,2010-07-01 10:12:00,38.6,38.18,-0.4200000000000017,decrease,decrease,0
2010-07-02 09:41:07,2010-07-02 13:41:07,17572473837,Wishing everyone a wonderful Independence Day weekend. We have a lot to be thankful for.,f,f,Twitter Web Client,17,37,2010-07-02 10:42:00,2010-07-02 09:42:00,38.93,38.74,-0.18999999999999773,decrease,no change,0
2010-07-14 12:28:28,2010-07-14 16:28:28,18531733257,George Steinbrenner was a great friend and a true legend. There will never be anyone like him in New York. We've lost a truly great man.,f,f,Twitter Web Client,48,89,2010-07-14 13:29:00,2010-07-14 12:29:00,41.42,41.35,-0.07000000000000027,no change,no change,1
2010-07-30 11:41:45,2010-07-30 15:41:45,19918744500,Enter the contest....http://www.facebook.com/sertamattress...and stay at Trump International Hotel Las Vegas,f,f,Twitter Web Client,6,29,2010-07-30 12:42:00,2010-07-30 11:42:00,41.56,41.59,0.030000000000001137,no change,no change,1
2010-08-09 09:38:04,2010-08-09 13:38:04,20708393094,Mark your calenders for August 23rd:  http://www.missuniverse.com/,f,f,Twitter Web Client,7,44,2010-08-09 10:39:00,2010-08-09 09:39:00,42.41,42.36,-0.049999999999997165,no change,no change,1
2010-08-12 10:46:08,2010-08-12 14:46:08,20980599529,Eric's Sept. 14th event will be held at Trump National Golf Club Westchester. http://www.trump.com/Golf_Clubs/Westchester/Westchester.asp,f,f,Twitter Web Client,4,12,2010-08-12 11:47:00,2010-08-12 10:47:00,40.97,40.98,0.009999999999998009,no change,no change,1
2010-08-19 14:35:42,2010-08-19 18:35:42,21598934653,The original Apprentice returns with a two hour premiere on Thursday September 16th. Looking forward to a fantastic season!,f,f,Twitter Web Client,13,66,2010-08-19 15:36:00,2010-08-19 14:36:00,40.6,40.63,0.030000000000001137,no change,no change,1
2010-08-23 09:55:10,2010-08-23 13:55:10,21915730688,It's going to get hotter in Las Vegas tonight! Watch the Miss Universe Pageant tonight on NBC at 9 p.m. I'm looking forward to being there!,f,f,Twitter Web Client,44,58,2010-08-23 10:56:00,2010-08-23 09:56:00,40.71,40.43,-0.28000000000000114,decrease,decrease,0
2010-08-24 10:07:12,2010-08-24 14:07:12,22003109005,"Congratulations to Miss Mexico, Jimena Navarrete, our new Miss Universe 2010, and congratulations to everyone for a fantastic show.",f,f,Twitter Web Client,85,202,2010-08-24 11:08:00,2010-08-24 10:08:00,39.63,39.86,0.2299999999999969,increase,no change,2
2010-09-02 12:27:17,2010-09-02 16:27:17,22812121662,Check out Serta's Counting Sheep (and me) at the Trump International Hotel New York http://bit.ly/SertaRm9,f,f,Twitter Web Client,10,28,2010-09-02 13:28:00,2010-09-02 12:28:00,41.09,41.04,-0.05000000000000426,no change,no change,1
2010-09-02 12:37:23,2010-09-02 16:37:23,22812888292,Check out Trump International Hotel & Tower New York --spectacular! http://www.trump.com/Hotel_Collection/Trump_New_york/Trump_New_York.asp,f,f,Twitter Web Client,13,29,2010-09-02 13:38:00,2010-09-02 12:38:00,41.1,41.08,-0.02000000000000313,no change,no change,1
2010-09-07 14:07:27,2010-09-07 18:07:27,23259108430,There's a lot going on at the Eric Trump Foundation ...  http://bit.ly/9rJ0sn,f,f,Twitter Web Client,14,29,2010-09-07 15:08:00,2010-09-07 14:08:00,41.42,41.27,-0.14999999999999858,decrease,no change,0
2010-09-09 12:29:27,2010-09-09 16:29:27,24024630761,"Coming up soon: The two hour premiere of The Apprentice. Next Thursday, September 16th, at 9  pm on NBC.    http://bit.ly/bMB4CH",f,f,Twitter Web Client,19,41,2010-09-09 13:30:00,2010-09-09 12:30:00,41.97,41.71,-0.259999999999998,decrease,decrease,0
2010-09-15 09:43:30,2010-09-15 13:43:30,24570735633,Eric did a great job with his Eric Trump Foundation annual charity outing. I'm proud of him.  http://bit.ly/c1y3c3,f,f,Twitter Web Client,11,23,2010-09-15 10:44:00,2010-09-15 09:44:00,42.11,42.33,0.21999999999999886,increase,no change,2
2010-09-16 11:25:36,2010-09-16 15:25:36,24673275254,Don't forget to tune in tonight for the two hour premiere of The Apprentice. 9 pm EST on NBC. We're all in for a fantastic new season!,f,f,Twitter Web Client,14,66,2010-09-16 12:26:00,2010-09-16 11:26:00,42.29,42.23,-0.060000000000002274,no change,no change,1
2010-09-17 14:55:21,2010-09-17 18:55:21,24783636234,"""Be sure to tune in for Melania's second QVC show for """"Melania Timepieces & Jewelry""""  tonight, live from 9-10 pm on QVC http://bit.ly/aDdvKj""",f,f,Twitter Web Client,22,36,2010-09-17 15:56:00,2010-09-17 14:56:00,42.4,42.36,-0.03999999999999915,no change,no change,1
2010-09-30 11:10:41,2010-09-30 15:10:41,25988176664,Tune in tonight at 10 pm on NBC for another exciting episode of The Apprentice -- and see the Dog Whisperer make an appearance.,f,f,Twitter Web Client,160,111,2010-09-30 12:11:00,2010-09-30 11:11:00,42.94,42.64,-0.2999999999999972,decrease,decrease,0
2010-10-06 09:40:23,2010-10-06 13:40:23,26551913010,"I'm honored to be presented the award of Doctor of Business Administration Honoris Causa from Robert Gordon University in Aberdeen, Scotland",f,f,Twitter Web Client,10,43,2010-10-06 10:41:00,2010-10-06 09:41:00,43.59,43.64,0.049999999999997165,no change,no change,1
2010-10-07 10:11:11,2010-10-07 14:11:11,26651899791,Don't forget to tune in tonight for another exciting episode of The Apprentice--10 p.m. on NBC.,f,f,Twitter Web Client,6,33,2010-10-07 11:12:00,2010-10-07 10:12:00,43.69,43.61,-0.0799999999999983,no change,no change,1
2010-10-07 10:22:41,2010-10-07 14:22:41,26652912130,Scotland is beautiful and Trump Internatonal Golf Links-Scotland is progressing beautifully as well.  http://bit.ly/bUWWNb,f,f,Twitter Web Client,9,25,2010-10-07 11:23:00,2010-10-07 10:23:00,43.74,43.6,-0.14000000000000054,decrease,no change,0
2010-10-21 12:38:25,2010-10-21 16:38:25,28042446926,Don't forget to tune in tonight to see another unpredictable and exciting episode of The Apprentice-- 10 pm on NBC,f,f,Twitter Web Client,13,37,2010-10-21 13:39:00,2010-10-21 12:39:00,43.95,43.97,0.019999999999996017,no change,no change,1
2010-10-28 14:53:40,2010-10-28 18:53:40,29014512646,"I was on The View this morning. We talked about The Apprentice. Tonight's episode is a great one--tough, exciting and surprising. 10 pm/NBC",f,f,Twitter Web Client,6,39,2010-10-28 15:54:00,2010-10-28 14:54:00,43.89,43.96,0.07000000000000027,no change,no change,1
2010-11-04 11:00:52,2010-11-04 15:00:52,29674109995,Tonight's episode of The Apprentice is one you won't want to miss! Be sure to tune in--10 p.m. on NBC.,f,f,Twitter Web Client,16,38,2010-11-04 12:01:00,2010-11-04 11:01:00,45.02,44.94,-0.0800000000000054,no change,no change,1
2010-11-11 11:20:08,2010-11-11 15:20:08,2742379589144576,Tonight's episode of The Apprentice has a big surprise at the top of the show -- don't miss it! 10 p.m. on NBC.,f,f,Twitter Web Client,13,29,2010-11-11 12:21:00,2010-11-11 11:21:00,44.87,44.94,0.07000000000000027,no change,no change,1
2010-11-18 13:11:35,2010-11-18 17:11:35,5307138364674048,"""""""CNBC Titans: Donald Trump """" will be shown Friday Nov 19th at 9 pm and 1 am, Sunday 11/21 at 9 pm and  11/24 at 7 pm   http://bit.ly/ckojPN""",f,f,Twitter Web Client,10,28,2010-11-18 14:12:00,2010-11-18 13:12:00,44.55,44.5,-0.049999999999997165,no change,no change,1
2010-11-22 13:22:23,2010-11-22 17:22:23,6759410504310784,Staff Sgt. Salvatore A. Giunta received the Medal of Honor from Pres. Obama this month. It was a great honor to have him visit me today.,f,f,Twitter Web Client,18,29,2010-11-22 14:23:00,2010-11-22 13:23:00,43.94,44.14,0.20000000000000284,increase,no change,2
2010-11-24 13:20:54,2010-11-24 17:20:54,7483813542232064,Tomorrow night's episode of The Apprentice delivers excitement at QVC along with appearances by Isaac Mizrahi and Cathie Black. 10 pm on NBC,f,f,Twitter Web Client,19,39,2010-11-24 14:21:00,2010-11-24 13:21:00,44.23,44.17,-0.059999999999995175,no change,no change,1
2010-11-24 14:41:32,2010-11-24 18:41:32,7504103261347840,My best wishes to everyone for a Happy Thanksgiving!,f,f,Twitter Web Client,371,195,2010-11-24 15:42:00,2010-11-24 14:42:00,44.2,44.19,-0.010000000000005116,no change,no change,1
2010-11-29 11:52:46,2010-11-29 15:52:46,9273573134835712,"Congratulations to Evan Lysacek for being nominated SI sportsman of the year. He's a great guy, and he has my vote!  #EvanForSI",f,f,Twitter Web Client,14,34,2010-11-29 12:53:00,2010-11-29 11:53:00,43.44,43.6,0.1600000000000037,increase,no change,2
2010-12-02 11:32:49,2010-12-02 15:32:49,10355715596091393,"Tonight's episode of The Apprentice is one of the best ever--we're down to the final 3, and it's high excitement all the way. 10 pm on NBC.",f,f,Twitter Web Client,8,33,2010-12-02 12:33:00,2010-12-02 11:33:00,45.18,45.13,-0.049999999999997165,no change,no change,1
2010-12-10 10:42:15,2010-12-10 14:42:15,13242093694623744,Congratulations to Brandy as our new Apprentice and to Clint for being a great player. It's been a terrific season!,f,f,Twitter Web Client,16,47,2010-12-10 11:43:00,2010-12-10 10:43:00,46.03,46.04,0.009999999999998009,no change,no change,1
2010-12-13 12:39:07,2010-12-13 16:39:07,14358664722776064,"Those five hotels includeTrump International Hotel & Tower New York, Trump Soho New York, Trump International Hotel & Tower Chicago...",f,f,Twitter Web Client,12,21,2010-12-13 13:40:00,2010-12-13 12:40:00,46.44,46.43,-0.009999999999998009,no change,no change,1
2010-12-13 12:42:27,2010-12-13 16:42:27,14359503306752000,"...Trump International Hotel Las Vegas, and Trump International Hotel & Tower Waikiki Beach Walk. http://tlworldsbest.roiresearch.com/.",f,f,Twitter Web Client,12,19,2010-12-13 13:43:00,2010-12-13 12:43:00,46.43,46.42,-0.009999999999998009,no change,no change,1
2011-01-31 10:04:01,2011-01-31 14:04:01,32076638262919169,"""Watch Melania on QVC this morning from 10 a.m. to 11 a.m. with her third line of her """"Melania Timepieces & Jewelry"""" collection...""",f,f,Twitter Web Client,9,19,2011-01-31 11:05:00,2011-01-31 10:05:00,48.54,48.68,0.14000000000000054,increase,no change,2
2011-01-31 10:25:25,2011-01-31 14:25:25,32082026404253698,Don't miss my Fabulous World of Golf now in its second season on Golf Channel beginning tonight at 9 pm ET http://bit.ly/gcQjPR,f,f,Twitter Web Client,14,44,2011-01-31 11:26:00,2011-01-31 10:26:00,48.57,48.64,0.07000000000000027,no change,no change,1
2011-02-07 10:15:41,2011-02-07 14:15:41,34616290815512576,"Be sure to watch Oprah today (4 pm on Channel 7), I'll be on with my entire family and it will be an entertaining hour..http://bit.ly/f7wNY8",f,f,Twitter Web Client,30,71,2011-02-07 11:16:00,2011-02-07 10:16:00,49.98,50.12,0.14000000000000054,increase,no change,2
2011-02-11 10:50:20,2011-02-11 14:50:20,36074560650481664,Watch my speech at CPAC in Washington DC yesterday ...http://www.youtube.com/watch?v=PR1b8yKxcAo,f,f,Twitter Web Client,49,100,2011-02-11 11:51:00,2011-02-11 10:51:00,50.15,50.27,0.12000000000000455,no change,no change,1
2011-02-15 10:27:02,2011-02-15 14:27:02,37518249373470720,I was on CNN yesterday.....http://www.youtube.com/watch?v=hBp8N8706qA,f,f,Twitter Web Client,17,37,2011-02-15 11:28:00,2011-02-15 10:28:00,50.25,50.4,0.14999999999999858,increase,no change,2
2011-02-15 10:38:41,2011-02-15 14:38:41,37521181040975872,"FoxNewsInsider with comments on my speech at CPAC in Washington, DC http://www.youtube.com/watch?v=V96ftZPpIcw",f,f,Twitter Web Client,13,30,2011-02-15 11:39:00,2011-02-15 10:39:00,50.31,50.38,0.07000000000000027,no change,no change,1
2011-02-15 14:56:13,2011-02-15 18:56:13,37585993838108672,Check out ShouldTrumpRun....http://shouldtrumprun.com/,f,f,Twitter Web Client,371,436,2011-02-15 15:57:00,2011-02-15 14:57:00,50.29,50.31,0.02000000000000313,no change,no change,1
2011-02-28 13:36:24,2011-02-28 17:36:24,42276947971153920,"""Coming up in March: The """"Comedy Central Roast of Donald Trump."""" March 15, mark your calendars.  http://bit.ly/hYnA0E""",f,f,Twitter Web Client,25,91,2011-02-28 14:37:00,2011-02-28 13:37:00,50.36,50.45,0.09000000000000341,no change,no change,1
2011-02-28 13:42:45,2011-02-28 17:42:45,42278544969179136,ALso coming up: The Celebrity Apprentice returns. Sunday night March 6 at 9 pm EST http://www.nbc.com/the-apprentice/,f,f,Twitter Web Client,13,65,2011-02-28 14:43:00,2011-02-28 13:43:00,50.4,50.44,0.03999999999999915,no change,no change,1
2011-03-02 11:47:56,2011-03-02 15:47:56,42974429189390336,I was on the TODAY Show this morning and then visited Regis & Kelly. The Celebrity Apprentice starts this Sunday night—don’t miss it!,f,f,Twitter Web Client,25,70,2011-03-02 12:48:00,2011-03-02 11:48:00,49.69,49.81,0.12000000000000455,no change,no change,1
